"user_id","mov_id"
"5","140289"
"5","6064"
"5","8718"
"5","8799"
"5","3706"
"5","68848"
"5","98908"
"5","54962"
"5","4139"
"5","4306"
"5","4644"
"5","3831"
"5","113278"
"5","8808"
"5","4433"
"5","3159"
"5","4240"
"5","328"
"5","5390"
"5","3791"
"5","4564"
"5","3770"
"5","119"
"5","50658"
"5","50158"
"5","36401"
"5","6782"
"5","7573"
"5","149146"
"5","2052"
"5","3861"
"5","5956"
"5","1834"
"5","112940"
"5","74154"
"5","31437"
"6","91622"
"6","2141"
"6","6335"
"6","73344"
"6","33725"
"6","2754"
"6","5580"
"6","7570"
"6","26231"
"6","7323"
"6","91500"
"6","223"
"6","2024"
"6","140289"
"6","6064"
"6","8718"
"6","8799"
"6","3706"
"6","247"
"6","68848"
"6","98908"
"6","54962"
"6","4139"
"6","4306"
"6","4644"
"6","3831"
"6","113278"
"6","8808"
"6","4433"
"6","3159"
"6","4240"
"6","328"
"6","5390"
"6","3791"
"6","4564"
"6","3770"
"6","119"
"6","50658"
"6","50158"
"6","36401"
"6","6782"
"6","7573"
"6","149146"
"6","2052"
"6","3861"
"6","5956"
"6","1834"
"6","112940"
"6","74154"
"6","31437"
"7","91622"
"7","2141"
"7","6335"
"7","73344"
"7","33725"
"7","2754"
"7","5580"
"7","7570"
"7","26231"
"7","7323"
"7","91500"
"7","223"
"7","2024"
"7","140289"
"7","6064"
"7","8718"
"7","8799"
"7","3706"
"7","247"
"7","68848"
"7","98908"
"7","54962"
"7","4139"
"7","4644"
"7","3831"
"7","113278"
"7","4433"
"7","3159"
"7","4240"
"7","328"
"7","5390"
"7","3791"
"7","4564"
"7","3770"
"7","119"
"7","50658"
"7","50158"
"7","36401"
"7","6782"
"7","7573"
"7","149146"
"7","2052"
"7","3861"
"7","5956"
"7","1834"
"7","112940"
"7","74154"
"7","31437"
"8","91622"
"8","2141"
"8","6335"
"8","73344"
"8","33725"
"8","2754"
"8","5580"
"8","7570"
"8","26231"
"8","7323"
"8","91500"
"8","223"
"8","2024"
"8","140289"
"8","6064"
"8","8718"
"8","8799"
"8","3706"
"8","247"
"8","68848"
"8","98908"
"8","54962"
"8","4139"
"8","4306"
"8","4644"
"8","3831"
"8","113278"
"8","8808"
"8","4433"
"8","3159"
"8","4240"
"8","328"
"8","5390"
"8","3791"
"8","4564"
"8","3770"
"8","119"
"8","50658"
"8","50158"
"8","36401"
"8","6782"
"8","7573"
"8","149146"
"8","2052"
"8","3861"
"8","5956"
"8","1834"
"8","112940"
"8","74154"
"8","31437"
"9","91622"
"9","2141"
"9","6335"
"9","73344"
"9","33725"
"9","2754"
"9","5580"
"9","7570"
"9","26231"
"9","7323"
"9","91500"
"9","2024"
"9","140289"
"9","6064"
"9","8718"
"9","8799"
"9","3706"
"9","247"
"9","68848"
"9","98908"
"9","54962"
"9","4139"
"9","4306"
"9","4644"
"9","3831"
"9","113278"
"9","8808"
"9","4433"
"9","3159"
"9","4240"
"9","328"
"9","5390"
"9","3791"
"9","4564"
"9","3770"
"9","119"
"9","50658"
"9","50158"
"9","36401"
"9","6782"
"9","7573"
"9","149146"
"9","2052"
"9","3861"
"9","1834"
"9","112940"
"9","74154"
"9","31437"
"10","91622"
"10","2141"
"10","6335"
"10","73344"
"10","33725"
"10","2754"
"10","5580"
"10","7570"
"10","26231"
"10","7323"
"10","91500"
"10","223"
"10","2024"
"10","140289"
"10","6064"
"10","8718"
"10","8799"
"10","3706"
"10","247"
"10","68848"
"10","98908"
"10","54962"
"10","4139"
"10","4644"
"10","3831"
"10","113278"
"10","4433"
"10","3159"
"10","4240"
"10","328"
"10","5390"
"10","3791"
"10","4564"
"10","3770"
"10","119"
"10","50658"
"10","50158"
"10","36401"
"10","6782"
"10","7573"
"10","149146"
"10","2052"
"10","3861"
"10","5956"
"10","1834"
"10","112940"
"10","74154"
"10","31437"
"11","91622"
"11","2141"
"11","6335"
"11","73344"
"11","33725"
"11","2754"
"11","5580"
"11","7570"
"11","26231"
"11","7323"
"11","91500"
"11","223"
"11","2024"
"11","140289"
"11","6064"
"11","8718"
"11","8799"
"11","3706"
"11","247"
"11","68848"
"11","98908"
"11","54962"
"11","4139"
"11","4306"
"11","4644"
"11","3831"
"11","113278"
"11","8808"
"11","4433"
"11","3159"
"11","4240"
"11","328"
"11","5390"
"11","3791"
"11","4564"
"11","3770"
"11","119"
"11","50658"
"11","50158"
"11","36401"
"11","6782"
"11","7573"
"11","149146"
"11","2052"
"11","3861"
"11","5956"
"11","1834"
"11","112940"
"11","74154"
"11","31437"
"12","91622"
"12","2141"
"12","6335"
"12","73344"
"12","33725"
"12","2754"
"12","5580"
"12","7570"
"12","26231"
"12","7323"
"12","91500"
"12","223"
"12","2024"
"12","140289"
"12","6064"
"12","8718"
"12","8799"
"12","3706"
"12","247"
"12","68848"
"12","98908"
"12","54962"
"12","4139"
"12","4306"
"12","4644"
"12","3831"
"12","113278"
"12","8808"
"12","4433"
"12","3159"
"12","4240"
"12","328"
"12","5390"
"12","3791"
"12","4564"
"12","3770"
"12","119"
"12","50658"
"12","50158"
"12","36401"
"12","6782"
"12","7573"
"12","149146"
"12","2052"
"12","3861"
"12","5956"
"12","1834"
"12","112940"
"12","74154"
"12","31437"
"13","91622"
"13","2141"
"13","6335"
"13","73344"
"13","33725"
"13","2754"
"13","5580"
"13","7570"
"13","26231"
"13","7323"
"13","91500"
"13","223"
"13","2024"
"13","140289"
"13","6064"
"13","8718"
"13","8799"
"13","3706"
"13","247"
"13","68848"
"13","98908"
"13","54962"
"13","4139"
"13","4306"
"13","4644"
"13","3831"
"13","113278"
"13","8808"
"13","4433"
"13","3159"
"13","4240"
"13","328"
"13","5390"
"13","3791"
"13","4564"
"13","3770"
"13","119"
"13","50658"
"13","50158"
"13","36401"
"13","6782"
"13","7573"
"13","149146"
"13","2052"
"13","3861"
"13","5956"
"13","1834"
"13","112940"
"13","74154"
"13","31437"
"14","91622"
"14","2141"
"14","6335"
"14","73344"
"14","33725"
"14","2754"
"14","5580"
"14","7570"
"14","26231"
"14","7323"
"14","91500"
"14","223"
"14","2024"
"14","140289"
"14","6064"
"14","8718"
"14","8799"
"14","3706"
"14","247"
"14","68848"
"14","98908"
"14","54962"
"14","4139"
"14","4306"
"14","4644"
"14","3831"
"14","113278"
"14","8808"
"14","4433"
"14","3159"
"14","4240"
"14","328"
"14","5390"
"14","3791"
"14","4564"
"14","3770"
"14","119"
"14","50658"
"14","50158"
"14","36401"
"14","6782"
"14","7573"
"14","149146"
"14","2052"
"14","3861"
"14","5956"
"14","1834"
"14","112940"
"14","74154"
"14","31437"
"15","91622"
"15","2141"
"15","6335"
"15","73344"
"15","33725"
"15","2754"
"15","5580"
"15","7570"
"15","26231"
"15","7323"
"15","223"
"15","2024"
"15","140289"
"15","6064"
"15","8718"
"15","8799"
"15","3706"
"15","247"
"15","68848"
"15","98908"
"15","54962"
"15","4139"
"15","4644"
"15","3831"
"15","113278"
"15","8808"
"15","4433"
"15","3159"
"15","4240"
"15","328"
"15","5390"
"15","3791"
"15","4564"
"15","3770"
"15","119"
"15","50658"
"15","50158"
"15","36401"
"15","6782"
"15","7573"
"15","149146"
"15","2052"
"15","3861"
"15","5956"
"15","1834"
"15","112940"
"15","74154"
"15","31437"
"16","91622"
"16","2141"
"16","6335"
"16","73344"
"16","33725"
"16","2754"
"16","5580"
"16","7570"
"16","26231"
"16","7323"
"16","91500"
"16","223"
"16","2024"
"16","140289"
"16","6064"
"16","8718"
"16","8799"
"16","3706"
"16","247"
"16","68848"
"16","98908"
"16","54962"
"16","4139"
"16","4306"
"16","4644"
"16","3831"
"16","113278"
"16","8808"
"16","4433"
"16","3159"
"16","4240"
"16","328"
"16","5390"
"16","3791"
"16","4564"
"16","3770"
"16","119"
"16","50658"
"16","50158"
"16","36401"
"16","6782"
"16","7573"
"16","149146"
"16","2052"
"16","3861"
"16","5956"
"16","1834"
"16","112940"
"16","74154"
"16","31437"
"17","91622"
"17","2141"
"17","6335"
"17","73344"
"17","33725"
"17","2754"
"17","5580"
"17","7570"
"17","26231"
"17","7323"
"17","91500"
"17","223"
"17","2024"
"17","140289"
"17","6064"
"17","8718"
"17","8799"
"17","3706"
"17","247"
"17","68848"
"17","98908"
"17","54962"
"17","4139"
"17","4306"
"17","4644"
"17","3831"
"17","113278"
"17","8808"
"17","4433"
"17","3159"
"17","4240"
"17","328"
"17","5390"
"17","3791"
"17","4564"
"17","3770"
"17","119"
"17","50658"
"17","50158"
"17","36401"
"17","6782"
"17","7573"
"17","149146"
"17","2052"
"17","3861"
"17","5956"
"17","1834"
"17","112940"
"17","74154"
"17","31437"
"18","91622"
"18","2141"
"18","6335"
"18","73344"
"18","33725"
"18","2754"
"18","5580"
"18","7570"
"18","26231"
"18","2024"
"18","6064"
"18","8718"
"18","8799"
"18","3706"
"18","247"
"18","68848"
"18","98908"
"18","54962"
"18","4139"
"18","4644"
"18","3831"
"18","113278"
"18","8808"
"18","4433"
"18","3159"
"18","4240"
"18","328"
"18","5390"
"18","3791"
"18","4564"
"18","3770"
"18","119"
"18","50658"
"18","50158"
"18","36401"
"18","6782"
"18","7573"
"18","149146"
"18","2052"
"18","3861"
"18","1834"
"18","112940"
"18","74154"
"18","31437"
"19","91622"
"19","2141"
"19","6335"
"19","73344"
"19","33725"
"19","5580"
"19","7570"
"19","26231"
"19","7323"
"19","91500"
"19","2024"
"19","140289"
"19","6064"
"19","8718"
"19","8799"
"19","247"
"19","68848"
"19","98908"
"19","54962"
"19","4139"
"19","4306"
"19","4644"
"19","3831"
"19","113278"
"19","8808"
"19","4433"
"19","3159"
"19","4240"
"19","5390"
"19","3791"
"19","4564"
"19","119"
"19","50658"
"19","50158"
"19","36401"
"19","6782"
"19","7573"
"19","149146"
"19","3861"
"19","5956"
"19","112940"
"19","74154"
"19","31437"
"20","91622"
"20","6335"
"20","73344"
"20","33725"
"20","2754"
"20","5580"
"20","7570"
"20","26231"
"20","7323"
"20","91500"
"20","223"
"20","2024"
"20","140289"
"20","6064"
"20","8718"
"20","8799"
"20","3706"
"20","247"
"20","68848"
"20","98908"
"20","54962"
"20","4139"
"20","4644"
"20","3831"
"20","113278"
"20","8808"
"20","4433"
"20","4240"
"20","328"
"20","5390"
"20","3791"
"20","4564"
"20","3770"
"20","119"
"20","50658"
"20","50158"
"20","36401"
"20","6782"
"20","7573"
"20","149146"
"20","2052"
"20","3861"
"20","5956"
"20","1834"
"20","112940"
"20","74154"
"20","31437"
"21","91622"
"21","2141"
"21","6335"
"21","73344"
"21","33725"
"21","2754"
"21","5580"
"21","26231"
"21","7323"
"21","223"
"21","2024"
"21","140289"
"21","6064"
"21","8718"
"21","8799"
"21","3706"
"21","247"
"21","68848"
"21","98908"
"21","54962"
"21","4139"
"21","4644"
"21","3831"
"21","113278"
"21","8808"
"21","4433"
"21","3159"
"21","4240"
"21","328"
"21","5390"
"21","3791"
"21","4564"
"21","3770"
"21","119"
"21","50658"
"21","50158"
"21","36401"
"21","6782"
"21","149146"
"21","3861"
"21","5956"
"21","1834"
"21","112940"
"21","74154"
"21","31437"
"22","91622"
"22","2141"
"22","6335"
"22","73344"
"22","33725"
"22","2754"
"22","5580"
"22","7570"
"22","26231"
"22","7323"
"22","91500"
"22","223"
"22","2024"
"22","140289"
"22","6064"
"22","8718"
"22","8799"
"22","3706"
"22","247"
"22","68848"
"22","98908"
"22","54962"
"22","4139"
"22","4644"
"22","3831"
"22","113278"
"22","8808"
"22","4433"
"22","3159"
"22","4240"
"22","328"
"22","5390"
"22","3791"
"22","4564"
"22","3770"
"22","119"
"22","50658"
"22","50158"
"22","36401"
"22","6782"
"22","7573"
"22","149146"
"22","2052"
"22","3861"
"22","5956"
"22","1834"
"22","112940"
"22","74154"
"22","31437"
"23","91622"
"23","2141"
"23","6335"
"23","73344"
"23","33725"
"23","2754"
"23","5580"
"23","7570"
"23","26231"
"23","7323"
"23","91500"
"23","223"
"23","2024"
"23","140289"
"23","6064"
"23","8718"
"23","8799"
"23","3706"
"23","247"
"23","68848"
"23","98908"
"23","54962"
"23","4139"
"23","4306"
"23","4644"
"23","3831"
"23","113278"
"23","8808"
"23","4433"
"23","3159"
"23","4240"
"23","328"
"23","5390"
"23","3791"
"23","4564"
"23","3770"
"23","119"
"23","50658"
"23","50158"
"23","36401"
"23","6782"
"23","7573"
"23","149146"
"23","2052"
"23","3861"
"23","5956"
"23","1834"
"23","112940"
"23","74154"
"23","31437"
"24","91622"
"24","2141"
"24","6335"
"24","73344"
"24","33725"
"24","2754"
"24","5580"
"24","7570"
"24","26231"
"24","7323"
"24","91500"
"24","223"
"24","2024"
"24","140289"
"24","6064"
"24","8718"
"24","8799"
"24","3706"
"24","247"
"24","68848"
"24","98908"
"24","54962"
"24","4139"
"24","4306"
"24","4644"
"24","3831"
"24","113278"
"24","8808"
"24","4433"
"24","3159"
"24","4240"
"24","328"
"24","5390"
"24","3791"
"24","4564"
"24","3770"
"24","119"
"24","50658"
"24","50158"
"24","36401"
"24","6782"
"24","7573"
"24","149146"
"24","2052"
"24","3861"
"24","5956"
"24","1834"
"24","112940"
"24","74154"
"24","31437"
"25","91622"
"25","2141"
"25","6335"
"25","73344"
"25","33725"
"25","2754"
"25","5580"
"25","7570"
"25","26231"
"25","7323"
"25","91500"
"25","223"
"25","2024"
"25","140289"
"25","6064"
"25","8718"
"25","8799"
"25","3706"
"25","247"
"25","68848"
"25","98908"
"25","54962"
"25","4139"
"25","4306"
"25","4644"
"25","3831"
"25","113278"
"25","8808"
"25","4433"
"25","3159"
"25","4240"
"25","328"
"25","5390"
"25","3791"
"25","4564"
"25","3770"
"25","119"
"25","50658"
"25","50158"
"25","36401"
"25","6782"
"25","7573"
"25","149146"
"25","2052"
"25","3861"
"25","5956"
"25","1834"
"25","112940"
"25","74154"
"25","31437"
"26","91622"
"26","2141"
"26","6335"
"26","73344"
"26","33725"
"26","2754"
"26","5580"
"26","7570"
"26","26231"
"26","7323"
"26","91500"
"26","223"
"26","2024"
"26","140289"
"26","6064"
"26","8718"
"26","8799"
"26","3706"
"26","247"
"26","68848"
"26","98908"
"26","54962"
"26","4139"
"26","4306"
"26","4644"
"26","3831"
"26","113278"
"26","8808"
"26","4433"
"26","3159"
"26","4240"
"26","328"
"26","5390"
"26","3791"
"26","4564"
"26","3770"
"26","119"
"26","50658"
"26","50158"
"26","36401"
"26","6782"
"26","7573"
"26","149146"
"26","2052"
"26","3861"
"26","5956"
"26","1834"
"26","112940"
"26","74154"
"26","31437"
"27","91622"
"27","2141"
"27","6335"
"27","73344"
"27","33725"
"27","2754"
"27","5580"
"27","7570"
"27","26231"
"27","7323"
"27","91500"
"27","223"
"27","2024"
"27","140289"
"27","6064"
"27","8718"
"27","8799"
"27","3706"
"27","247"
"27","68848"
"27","98908"
"27","54962"
"27","4139"
"27","4306"
"27","4644"
"27","3831"
"27","113278"
"27","8808"
"27","4433"
"27","3159"
"27","4240"
"27","328"
"27","5390"
"27","4564"
"27","3770"
"27","119"
"27","50658"
"27","50158"
"27","36401"
"27","6782"
"27","7573"
"27","149146"
"27","2052"
"27","3861"
"27","5956"
"27","1834"
"27","112940"
"27","74154"
"27","31437"
"28","91622"
"28","2141"
"28","6335"
"28","73344"
"28","33725"
"28","2754"
"28","5580"
"28","7570"
"28","26231"
"28","7323"
"28","91500"
"28","223"
"28","2024"
"28","140289"
"28","6064"
"28","8718"
"28","8799"
"28","3706"
"28","247"
"28","68848"
"28","98908"
"28","4139"
"28","4306"
"28","4644"
"28","3831"
"28","113278"
"28","8808"
"28","4433"
"28","3159"
"28","4240"
"28","328"
"28","5390"
"28","3791"
"28","4564"
"28","3770"
"28","119"
"28","50658"
"28","50158"
"28","36401"
"28","6782"
"28","7573"
"28","149146"
"28","2052"
"28","3861"
"28","1834"
"28","112940"
"28","74154"
"28","31437"
"29","91622"
"29","2141"
"29","6335"
"29","73344"
"29","33725"
"29","2754"
"29","5580"
"29","7570"
"29","26231"
"29","7323"
"29","91500"
"29","223"
"29","2024"
"29","140289"
"29","6064"
"29","8718"
"29","8799"
"29","3706"
"29","247"
"29","68848"
"29","98908"
"29","54962"
"29","4139"
"29","4306"
"29","4644"
"29","3831"
"29","113278"
"29","8808"
"29","4433"
"29","3159"
"29","4240"
"29","328"
"29","5390"
"29","3791"
"29","4564"
"29","3770"
"29","119"
"29","50658"
"29","50158"
"29","36401"
"29","6782"
"29","7573"
"29","149146"
"29","2052"
"29","3861"
"29","5956"
"29","1834"
"29","112940"
"29","74154"
"29","31437"
"30","91622"
"30","2141"
"30","6335"
"30","73344"
"30","33725"
"30","2754"
"30","5580"
"30","7570"
"30","26231"
"30","7323"
"30","91500"
"30","223"
"30","2024"
"30","140289"
"30","6064"
"30","8718"
"30","8799"
"30","3706"
"30","247"
"30","68848"
"30","98908"
"30","54962"
"30","4139"
"30","4306"
"30","4644"
"30","3831"
"30","113278"
"30","8808"
"30","4433"
"30","3159"
"30","4240"
"30","328"
"30","5390"
"30","3791"
"30","4564"
"30","3770"
"30","119"
"30","50658"
"30","50158"
"30","36401"
"30","6782"
"30","7573"
"30","149146"
"30","2052"
"30","3861"
"30","5956"
"30","1834"
"30","112940"
"30","74154"
"30","31437"
"31","91622"
"31","2141"
"31","6335"
"31","73344"
"31","33725"
"31","2754"
"31","5580"
"31","7570"
"31","26231"
"31","7323"
"31","91500"
"31","223"
"31","2024"
"31","140289"
"31","6064"
"31","8718"
"31","8799"
"31","3706"
"31","247"
"31","68848"
"31","98908"
"31","54962"
"31","4139"
"31","4306"
"31","4644"
"31","3831"
"31","113278"
"31","8808"
"31","4433"
"31","3159"
"31","4240"
"31","328"
"31","5390"
"31","3791"
"31","4564"
"31","3770"
"31","119"
"31","50658"
"31","50158"
"31","36401"
"31","6782"
"31","7573"
"31","149146"
"31","2052"
"31","3861"
"31","5956"
"31","1834"
"31","112940"
"31","74154"
"31","31437"
"32","91622"
"32","2141"
"32","6335"
"32","73344"
"32","33725"
"32","2754"
"32","5580"
"32","7570"
"32","26231"
"32","7323"
"32","91500"
"32","223"
"32","2024"
"32","140289"
"32","6064"
"32","8718"
"32","8799"
"32","3706"
"32","247"
"32","68848"
"32","98908"
"32","54962"
"32","4139"
"32","4306"
"32","4644"
"32","3831"
"32","113278"
"32","8808"
"32","4433"
"32","3159"
"32","4240"
"32","328"
"32","5390"
"32","3791"
"32","4564"
"32","3770"
"32","119"
"32","50658"
"32","50158"
"32","36401"
"32","6782"
"32","7573"
"32","149146"
"32","2052"
"32","3861"
"32","5956"
"32","1834"
"32","112940"
"32","74154"
"32","31437"
"33","91622"
"33","2141"
"33","6335"
"33","73344"
"33","33725"
"33","2754"
"33","5580"
"33","7570"
"33","26231"
"33","7323"
"33","91500"
"33","2024"
"33","140289"
"33","6064"
"33","8718"
"33","8799"
"33","3706"
"33","247"
"33","68848"
"33","98908"
"33","54962"
"33","4139"
"33","4306"
"33","4644"
"33","3831"
"33","113278"
"33","8808"
"33","4433"
"33","3159"
"33","4240"
"33","328"
"33","5390"
"33","3791"
"33","4564"
"33","3770"
"33","119"
"33","50658"
"33","50158"
"33","36401"
"33","6782"
"33","7573"
"33","149146"
"33","2052"
"33","3861"
"33","5956"
"33","1834"
"33","112940"
"33","74154"
"33","31437"
"34","91622"
"34","2141"
"34","6335"
"34","73344"
"34","33725"
"34","2754"
"34","5580"
"34","7570"
"34","26231"
"34","7323"
"34","91500"
"34","223"
"34","2024"
"34","140289"
"34","6064"
"34","8718"
"34","8799"
"34","3706"
"34","247"
"34","68848"
"34","98908"
"34","54962"
"34","4139"
"34","4644"
"34","3831"
"34","113278"
"34","8808"
"34","4433"
"34","3159"
"34","4240"
"34","328"
"34","5390"
"34","3791"
"34","4564"
"34","3770"
"34","119"
"34","50658"
"34","50158"
"34","36401"
"34","6782"
"34","7573"
"34","149146"
"34","2052"
"34","3861"
"34","5956"
"34","1834"
"34","112940"
"34","74154"
"34","31437"
"35","91622"
"35","2141"
"35","6335"
"35","73344"
"35","33725"
"35","2754"
"35","5580"
"35","7570"
"35","26231"
"35","7323"
"35","91500"
"35","223"
"35","2024"
"35","140289"
"35","6064"
"35","8718"
"35","8799"
"35","3706"
"35","247"
"35","68848"
"35","98908"
"35","54962"
"35","4139"
"35","4306"
"35","4644"
"35","3831"
"35","113278"
"35","8808"
"35","4433"
"35","3159"
"35","4240"
"35","328"
"35","5390"
"35","3791"
"35","4564"
"35","3770"
"35","119"
"35","50658"
"35","50158"
"35","36401"
"35","6782"
"35","7573"
"35","149146"
"35","2052"
"35","3861"
"35","5956"
"35","1834"
"35","112940"
"35","74154"
"35","31437"
"36","91622"
"36","2141"
"36","6335"
"36","73344"
"36","33725"
"36","2754"
"36","5580"
"36","7570"
"36","26231"
"36","7323"
"36","91500"
"36","223"
"36","2024"
"36","140289"
"36","6064"
"36","8718"
"36","8799"
"36","3706"
"36","247"
"36","68848"
"36","98908"
"36","54962"
"36","4139"
"36","4306"
"36","4644"
"36","3831"
"36","113278"
"36","8808"
"36","4433"
"36","3159"
"36","4240"
"36","328"
"36","5390"
"36","3791"
"36","4564"
"36","3770"
"36","119"
"36","50658"
"36","50158"
"36","36401"
"36","6782"
"36","7573"
"36","149146"
"36","2052"
"36","1834"
"36","112940"
"36","74154"
"36","31437"
"37","91622"
"37","2141"
"37","6335"
"37","73344"
"37","33725"
"37","2754"
"37","5580"
"37","7570"
"37","26231"
"37","7323"
"37","91500"
"37","223"
"37","2024"
"37","140289"
"37","6064"
"37","8718"
"37","8799"
"37","3706"
"37","247"
"37","68848"
"37","98908"
"37","54962"
"37","4139"
"37","4306"
"37","4644"
"37","3831"
"37","113278"
"37","8808"
"37","4433"
"37","3159"
"37","4240"
"37","328"
"37","5390"
"37","3791"
"37","4564"
"37","3770"
"37","119"
"37","50658"
"37","50158"
"37","36401"
"37","6782"
"37","7573"
"37","149146"
"37","2052"
"37","3861"
"37","5956"
"37","1834"
"37","112940"
"37","74154"
"37","31437"
"38","91622"
"38","2141"
"38","6335"
"38","73344"
"38","33725"
"38","2754"
"38","5580"
"38","7570"
"38","26231"
"38","7323"
"38","91500"
"38","2024"
"38","140289"
"38","6064"
"38","8718"
"38","8799"
"38","3706"
"38","247"
"38","68848"
"38","98908"
"38","54962"
"38","4139"
"38","4306"
"38","4644"
"38","3831"
"38","113278"
"38","8808"
"38","4433"
"38","3159"
"38","4240"
"38","328"
"38","5390"
"38","3791"
"38","4564"
"38","3770"
"38","119"
"38","50658"
"38","50158"
"38","36401"
"38","6782"
"38","7573"
"38","149146"
"38","2052"
"38","3861"
"38","5956"
"38","1834"
"38","112940"
"38","74154"
"38","31437"
"39","91622"
"39","2141"
"39","6335"
"39","73344"
"39","33725"
"39","2754"
"39","5580"
"39","7570"
"39","26231"
"39","7323"
"39","91500"
"39","223"
"39","2024"
"39","140289"
"39","6064"
"39","8718"
"39","8799"
"39","3706"
"39","247"
"39","68848"
"39","98908"
"39","54962"
"39","4139"
"39","4306"
"39","4644"
"39","3831"
"39","113278"
"39","8808"
"39","4433"
"39","3159"
"39","4240"
"39","328"
"39","5390"
"39","3791"
"39","4564"
"39","3770"
"39","119"
"39","50658"
"39","50158"
"39","36401"
"39","6782"
"39","7573"
"39","149146"
"39","2052"
"39","3861"
"39","5956"
"39","1834"
"39","112940"
"39","74154"
"39","31437"
"40","91622"
"40","2141"
"40","6335"
"40","73344"
"40","33725"
"40","2754"
"40","5580"
"40","7570"
"40","26231"
"40","7323"
"40","91500"
"40","2024"
"40","140289"
"40","6064"
"40","8718"
"40","8799"
"40","3706"
"40","247"
"40","68848"
"40","98908"
"40","54962"
"40","4139"
"40","4306"
"40","4644"
"40","3831"
"40","113278"
"40","8808"
"40","4433"
"40","3159"
"40","4240"
"40","328"
"40","5390"
"40","3791"
"40","4564"
"40","3770"
"40","119"
"40","50658"
"40","50158"
"40","36401"
"40","6782"
"40","7573"
"40","149146"
"40","2052"
"40","3861"
"40","5956"
"40","1834"
"40","112940"
"40","74154"
"40","31437"
"41","91622"
"41","2141"
"41","6335"
"41","73344"
"41","33725"
"41","2754"
"41","5580"
"41","7570"
"41","26231"
"41","7323"
"41","91500"
"41","223"
"41","2024"
"41","140289"
"41","6064"
"41","8718"
"41","8799"
"41","3706"
"41","247"
"41","68848"
"41","98908"
"41","54962"
"41","4139"
"41","4644"
"41","3831"
"41","113278"
"41","8808"
"41","4433"
"41","3159"
"41","4240"
"41","328"
"41","5390"
"41","3791"
"41","4564"
"41","3770"
"41","119"
"41","50658"
"41","50158"
"41","36401"
"41","6782"
"41","7573"
"41","149146"
"41","2052"
"41","3861"
"41","5956"
"41","1834"
"41","112940"
"41","74154"
"41","31437"
"42","91622"
"42","2141"
"42","6335"
"42","73344"
"42","33725"
"42","2754"
"42","5580"
"42","7570"
"42","26231"
"42","7323"
"42","91500"
"42","2024"
"42","140289"
