206,7,12
207,1,7
207,4,7
207,10,7
208,8,18
209,7,22
210,1,91
211,8,52
212,8,108
213,8,35
214,7,9
215,7,53
216,4,109
217,4,302
218,4,11
219,8,248
220,8,99
221,7,194
222,7,115
223,7,30
224,4,36
225,4,51
226,4,283
227,7,60
228,8,14
229,4,28
229,7,28
230,8,56
231,8,11
232,4,375
233,7,83
234,1,104
235,7,29
236,4,17
237,7,25
238,7,24
239,8,126
240,4,55
241,7,65
242,7,16
242,10,16
243,8,23
244,8,53
245,7,10
246,7,98
247,7,67
248,1,35
249,8,460
250,7,16
251,7,15
252,4,20
253,7,30
254,7,65
255,4,36
256,4,70
257,4,12
258,7,13
259,4,14
260,7,86
261,7,30
262,7,34
263,7,104
264,1,29
265,7,106
266,4,90
267,8,27
268,7,67
269,10,14
270,4,17
271,7,20
272,8,18
273,4,34
274,4,550
275,7,225
276,4,26
277,4,14
278,4,11
279,8,91
280,4,116
281,4,10
281,7,10
282,7,109
283,4,27
284,4,53
285,7,25
286,7,53
287,4,74
288,4,429
289,4,11
290,7,164
291,1,27
292,8,222
293,4,9
294,4,311
295,7,23
296,7,15
297,10,68
298,4,508
299,8,13
300,7,27
301,7,55
302,10,16
303,13,39
304,7,86
304,8,86
305,7,304
306,4,68
307,4,518
308,7,44
309,7,75
310,4,38
311,7,14
312,7,92
313,8,150
314,8,50
315,7,18
316,4,25
317,7,121
318,7,406
319,7,20
320,8,16
321,4,28
322,7,52
323,7,50
324,7,12
325,7,124
326,7,122
327,4,28
328,4,98
329,7,12
329,9,12
330,7,105
331,7,72
332,7,128
333,4,12
334,4,65
335,4,15
336,7,30
337,7,35
338,7,18
339,7,218
340,8,16
341,4,38
342,4,34
343,7,30
344,8,31
345,7,34
346,7,119
347,4,18
348,7,34
349,7,20
350,4,18
351,7,92
352,7,126
353,4,37
354,8,95
355,4,14
356,4,179
357,7,179
358,6,29
359,7,38
360,10,17
361,8,47
362,7,55
363,8,12
364,10,13
365,4,148
366,8,22
367,4,106
368,8,254
369,4,65
370,8,40
371,1,19
372,7,117
373,7,43
374,10,16
375,7,16
376,8,71
377,4,49
378,7,30
379,7,17
380,8,605
381,4,205
382,8,131
383,7,26
384,7,32
385,7,90
386,8,38
387,7,457
388,4,23
389,10,15
390,7,60
391,7,205
392,7,12
393,8,71
394,8,10
395,1,25
396,4,12
397,4,12
397,7,12
398,7,21
399,8,21
400,7,22
401,2,52
402,10,23
403,7,18
404,7,35
405,7,79
406,4,10
407,8,15
408,8,80
409,4,82
410,7,101
411,7,63
412,4,54
413,7,28
414,7,1309
415,7,46
416,7,27
417,7,42
418,7,53
419,7,75
420,4,60
420,7,60
421,7,27
422,7,39
423,8,11
424,7,74
425,7,127
426,4,41
427,7,42
428,8,131
429,7,29
430,7,29
431,4,12
432,7,146
433,7,14
434,7,95
435,7,22
436,4,57
437,7,84
438,8,288
439,8,11
440,7,19
441,8,25
442,7,13
443,7,24
444,7,20
445,7,43
446,7,35
447,7,33
447,8,33
448,4,947
449,4,17
450,7,26
451,10,17
452,8,111
453,4,158
454,7,25
455,7,31
456,4,19
457,8,23
458,7,28
459,1,15
460,7,42
461,7,19
462,7,237
463,8,18
464,8,68
465,10,67
466,8,60
467,7,15
468,7,14
468,10,14
469,7,188
470,7,34
471,4,14
472,7,15
473,7,22
474,7,1173
475,1,102
476,7,33
477,4,257
478,1,8
478,4,8
478,7,8
478,8,8
479,4,100
480,7,368
481,7,15
482,8,57
483,4,338
484,4,158
485,8,11
485,10,11
486,8,38
487,4,23
487,7,23
488,4,57
489,4,280
490,7,57
491,4,52
492,4,55
493,8,50
494,8,17
495,7,132
496,7,15
497,7,29
498,7,14
498,10,14
499,7,10
500,4,71
501,10,18
502,7,17
503,7,62
504,7,53
505,11,16
506,7,26
507,7,9
508,4,16
509,4,221
510,7,52
511,7,30
512,7,24
513,7,12
514,4,145
515,8,14
516,4,13
517,4,176
518,7,11
519,4,14
520,4,92
521,7,20
522,7,87
523,7,39
524,8,70
525,4,227
526,7,45
527,1,83
528,7,39
529,4,12
530,7,15
531,1,14
532,8,28
533,11,22
534,8,294
535,4,18
536,7,23
537,7,22
538,4,21
539,4,29
540,8,22
541,4,37
542,4,54
543,4,48
544,7,8
544,8,8
544,10,8
545,10,9
546,11,21
547,7,12
548,7,13
549,8,15
550,8,15
550,13,15
551,8,78
552,4,84
553,7,51
554,7,44
555,4,282
556,1,26
556,5,26
557,1,16
558,7,31
559,4,61
560,7,205
561,8,246
562,7,114
563,4,142
564,4,143
565,4,14
566,7,33
567,1,150
567,7,150
568,7,15
569,8,11
569,10,11
570,7,83
571,11,104
572,7,85
573,8,147
574,10,10
575,4,24
576,4,10
577,7,84
578,7,19
579,7,33
580,7,203
581,7,24
582,8,32
583,4,45
584,4,32
585,7,44
586,1,117
587,4,115
588,7,30
589,7,26
590,7,295
591,7,25
592,8,40
593,7,47
594,4,90
595,7,10
596,8,193
597,4,210
598,6,11
599,7,1010
600,4,383
601,7,49
602,7,68
603,7,541
604,7,39
605,5,138
606,7,698
607,7,82
608,4,355
609,7,19
610,8,517
